Label,Message
0,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx
1,gr8 new service live sex video chat mob see sexiest dirtiest girls live ur phone details text horny 89070 cancel send stop 89070
0,hi elaine todays meeting confirmed
0,huh slow tot reach long ago liao days leh
0,planning usually stops find hella weed smoke hella weed
1,new message please call 08715205273
0,get gift year didnt get anything bad
0,ok prob
0,im class get text
0,dear got ltgt dollars hi hi
0,know pls open back
0,hope youre much fun without see tomorrow love jess
0,borrow ur bag ok
0,yes many sweets
0,dear ok
0,happy new year no1 man
0,guys planning coming
0,hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausagelove jen xxx
0,sorry mates phone didnt write love kate
0,let know contact ive settled room lets know ok
0,hmm well night night
0,bill £3365 thats bad
0,great safe trip dont panic surrender
0,big god bring success
0,appt lttimegt fault dont listen told twice
0,yes reg ciao
0,jus finish bathing
0,good think could send pix would love see top bottom
0,ltdecimalgt common car better buy china asia find less expensive ill holla
0,yup wun believe wat really neva msg sent shuhui
0,ill get unless guys want come time sooner
0,thought king hill thing
0,arent next ltgt hours imma flip shit
0,tomorrow going theatre come wherever call tell come tomorrow
1,getting touch folks waiting company txt back name age opt enjoy community 150psms
0,uncles atlanta wish guys great semester
0,guys go see movies side
0,tirupur call da
0,hey still want go yogasana coz end cine go bathe hav steam bath
0,get cash together ill text jason
0,ball moving lotwill spin last difficult bat
0,road cant txt
1,network operator service free cs visit 80488biz
0,hey still online ive finished formatting
1,winner valued network customer selected receivea £900 prize reward claim call 09061701461 claim code kl341 valid 12 hours
0,thats trouble classes go well youre due dodgey one expecting mine tomo see recovery time place
0,pure hearted person wonderful smile makes even hisher enemies feel guilty enemy catch world smile goodmorning amp smiley sunday
1,someone know asked dating service contact cant guess call 09058091854 revealed po box385 m6 6wu
0,nobut heard abt tat
1,free ring tone text polys 87131 every week get new tone 0870737910216yrs £150wk
0,cool like swimming pool jacuzzi house
1,subscribed best mobile content service uk £3 per 10 days send stop 82324 helpline 08706091795
0,yup paragon havent decided whether cut yet hee
0,hhahhaahahah rofl wtf nig leonardo room something
0,weird know one point
0,cant right second gotta hit people first
0,watever relation built dis world thing remains atlast iz lonlines lotz lot memories feeling
0,mark works tomorrow gets work house meet afterwards
1,thanks subscription ringtone uk mobile charged £5month please confirm replying yes reply charged
1,life never much fun great came made truly special wont forget enjoy one gbpsms
0,still working time also tried adding zeros savings checking ltgt
0,im class holla later
1,tried contact reply offer video handset 750 anytime networks mins unlimited text camcorder reply call 08000930705
0,reckon need town eightish walk carpark
0,hmm many unfortunately pics obviously arent hot cakes kinda fun tho
0,hi jess dont know work call im home eve xxx
0,house water dock boat rolled newscaster dabbles jazz flute behind wheel
0,den weekdays got special price haiz cant eat liao cut nails oso muz wait finish drivin wat lunch still muz eat wat
0,eyes philosophy
0,see letter car
0,wah lucky man save money hee
0,ltgt fast approaching wish happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday happy ganesh festival happy dasara happy diwali happy christmas ltgt good mornings afternoons evenings nights rememberi first wishing theseyours raj
0,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand
0,lov line hurt truth dont mindi wil toleratbcs ur someone never comfort lie gud ni8 sweet dreams
0,ups 3days also shipping company takes 2wks way usps takes week gets lag may bribe nipost get stuff
1,free msgwe billed mobile number mistake shortcode 83332please call 08081263000 charges refundedthis call free bt landline
0,lol knew saw dollar store
0,dont quite know still cant get hold anyone cud pick bout 730pm see theyre pub
0,time want come
0,cutest girl world
0,aight ill get fb couple minutes
1,todays voda numbers ending 1225 selected receive £50award match please call 08712300220 quoting claim code 3100 standard rates app
0,ard lor
0,hi im sorry missed call pls call back
0,taxt massagetiepos argh ok lool
0,hey das cool iknow wellda peril studentfinancial crisisspk l8r
0,orh tot say still dun believe
0,havent add yet right
0,wont touch permission
0,want custom officer discount oh
0,yo carlos friends already asking working weekend
0,stop story ive told ive returned hes saying order
0,im chennai velachery
0,saying order slippers cos pay returning
0,whatever im pretty pissed
0,oclock mine bash flat plan
0,spoke uncle john today strongly feels need sacrifice keep hes going call beg listen dont make promises make clear things easy need please let us work things long keep expecting help creativity stifled pls keep happy promises part
0,hiwhat think match
0,carlos says pick later yeah set
0,yo gonna still stock tomorrowtoday im trying get dubsack
0,pick another 8th youre done
0,dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakrid
0,pls tell nelson bbs longer comin money expecting aint coming
0,guess spent last night phasing fourth dimension
0,ok shell ok guess
0,maybe woke fucking wouldnt problem
0,hi dis yijue would happy work wif gek1510
0,tagged friends seemed count friends
0,didnt hear
0,seems unnecessarily hostile
0,many times told stage use laugh listen aha
0,students solved cat question xam 532 ltgt 924 ltgt 863 ltgt 725 tell answer brilliant1thingi got answr
0,send ur birthdate month year tel ur life partners name method calculation reply must
1,credits topped httpwwwbubbletextcom renewal pin tgxxrz
0,wan early lei outside wun home early neva mind
0,erutupalam thandiyachu
0,admin building might slightly earlier ill call im reaching
0,wen ur lovable bcums angry wid dnt take seriously coz angry childish true way showing deep affection care luv kettoda manda nice day da
0,send pic like
0,forgot tell smth like number sections clearer
0,ill mins look
0,waiting call
0,anyway seriously hit youre back otherwise light armand always shit andor vomiting
0,hiya good day spoken since weekend
0,watch lor saw swatch one thk quite ok ard 116 need 2nd opinion leh
0,oh ic thought meant mary jane
0,im movie collect car oredi
1,hottest pics straight phone see getting wet wanting xx text pics 89555 txt costs 150p textoperator g696ga 18 xxx
0,yo howz girls never rang india
0,hi dear saw dear happy battery low
0,playin space poker
0,üll submitting da project tmr rite
1,save money wedding lingerie wwwbridalpetticoatdreamscouk choose superb selection national delivery brought weddingfriend
0,want send virtual hug need one
0,yes started send requests make pain came back im back bed double coins factory gotta cash nitros
0,make fb list
0,2marrow coming class
0,might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp dont worry
0,great diddy neighbor comes toothpaste every morning
1,marvel mobile play official ultimate spiderman game £450 ur mobile right text spider 83338 game send free 8ball wallpaper
0,compliments away system side
0,change fb jaykwon thuglyfe falconerf
0,lol gonna last month cashed left ltgt case collecting week cause announced blog
0,got meh
0,wasnt well babe swollen glands throat end
0,ok ill right later
0,hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss
0,wat busy wif work
0,wondering others took
0,pls confirm time collect cheque
0,hey sexy buns told adore loverboy hope remember thank sister law meatballs grins love babe
0,information ikea spelled caps yelling thought left sitting bed among mess came said going got home class please dont try bullshit makes want listen less
0,anything lor toa payoh got place walk meh
0,nope im still market
0,drive lor
0,nothing dinner us
0,gd luck ur exams
0,also maaaan missing
0,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
1,nokia 6230 plus free digital camera get win free auction take part send nokia 83383 pobox11414tcrw1 16
0,forgot takes years shower sorry atyour phone dead yet
0,glad see reply
0,whatsup dont want sleep
0,farm open
0,please come imin towndontmatter urgoin outl8rjust reallyneed 2docdplease dontplease dontignore mycallsu thecd isvimportant tome 2moro
0,would really appreciate call need someone talk
0,dont know come ask questions like dont mistake
1,congratulations thanks good friend £2000 xmas prize claim easy call 08712103738 10p per minute btnationalrate
0,training tomorrow
0,carry disturbing
1,free 1st week no1 nokia tone ur mob every week txt nokia 87077 get txting tell ur mates zed pobox 36504 w45wq norm150ptone 16
0,actual exam harder nbme
0,also remember beads dont come ever
0,pls dont restrict eating anythin likes next two days
0,hmmmkbut want change field quickly dai wanna get system administrator network administrator
1,wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop
1,ur awarded city break could win £200 summer shopping spree every wk txt store 88039skilgmetscs087147403231winawkage16£150perwksub
0,sorry dai thought calling lot timeslil busyi call noon
0,accidentally deleted message resend please
0,way make sure get train worc foregate street shrub hill fun night
0,yes im small kid boost secret energy
0,uncle timi help clearing cars
0,sorry de went shop
0,donno genes something
0,cool shall go see go tip anyway home got something drop later lets go town tonight maybe mum take us
0,thanx darlinim cool thanx bday drinks nite 2morrow take care soonxxx
0,haha got fast lose weight thk muz go month den got effect geelater go aust put bk weight
0,dai downloaded exe file run exe installing
0,started dont stop pray good ideas anything see help guys ill forward link
0,yes obviously eggspert potato head… speak soon
0,jus finish watching tv
0,wherres boytoy
0,hi way 2day normal waythis real ur uniquei hope know rest mylife hope find wot lost
0,day class class
0,dhoni luck win big titleso win
0,yup thk shop closes lor
0,hungry buy food good lei mum yun dun wan juz buy little bit
0,lol yes friendship hanging thread cause wont buy stuff
0,much payed suganya
0,hmm shall bring bottle wine keep us amused joking ill still bring bottle red white see tomorrow
1,free tarot texts find love life try free text chance 85555 16 free msgs £150
0,water logging desert geoenvironmental implications
1,chance win free bluetooth headset simply reply back adp
0,fine simply sitting
0,shall get pouch
0,day asked anand number
0,chile please ltdecimalgt hour drive come time subletting febapril audition season
0,happy new year
0,unfortunately ive found pick sister airport evening dont think ill going try go one th
0,allo braved buses taken trains triumphed mean we‘re b‘ham jolly good rest week
0,wana see
1,winner specially selected receive £1000 holiday flights inc speak live operator claim 0871277810910pmin 18
0,chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe tok go nydc somethin
0,im really really broke oh amount small even ltgt
0,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
0,fuuuuck need stop sleepin sup
0,lets pool money together buy bunch lotto tickets win get ltgt get ltgt deal
0,sary need tim bollox hurt lot tol
0,hi kate evening hope see tomorrow bit bloody babyjontet txt back xxx
0,jokin lar depends phone father get lor
0,one interested may business plan
0,night night see tomorrow
0,keep ur problems ur heart bcoz nobody fight amp fight ur self amp win battle vivekanand 9t sd ham yeah give call youve got minute ham hi babe uawakefeellikw shitjustfound via aletter thatmum gotmarried 4thnovbehind ourbacks fuckinniceselfishdeviousbitchanywayil call
1,urgent mobile awarded £2000 bonus caller prize 5903 final try contact call landline 09064019788 box42wr29c 150ppm
1,mobile 11mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd8 freefone 08000839402 2stoptx
0,oh outside players allowed play know
0,use foreign stamps whatever send
0,im way home went change batt watch go shop bit lor
1,someone know asked dating service contact cant guess call 09058097189 revealed pobox ls15hb 150p
0,yeah gang ready
0,hey really pretty late want go lesson first join im reaching tp mrt
0,im gonnamissu muchi would say il send postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx
0,yes innocent fun
0,watching tv lor nice one like lor
0,cancelled yeah baby well sounds important understand darlin give ring later fone love kate
0,po de need job aha
0,ok watching tv
0,lol would mom would fit tell whole family crazy terrible
0,whats significance
1,new voicemail please call 08719181503
0,dad went oredi
1,urgent urgent 800 free flights europe give away call b4 10th sept take friend free call claim 09050000555 ba128nnfwfly150ppm
1,free game get rayman golf free o2 games arcade 1st get ur games settings reply post save activ8 press key arcade termsapply
0,hey kate hope ur ok give buz wedlunch go outsomewhere adrink towncud go 2watershd bit ppl fromwrk bthere love petexxx
0,guess ltgt min
0,ahhhhjust woken uphad bad dream thoso dont like right didnt know anything comedy night guess im
0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post office
0,customer place call
0,check got detailed message
0,want mapquest something look usf dogwood drive thats tiny street parking lot
0,waiting machan call free
0,get ready moan scream
0,yeah jays sort fucking retard
0,cant wait see photos useful
0,cheers callin babesozi culdnt talkbut wannatell details later wenwecan chat properly
1,free ringtone waiting collected simply text password mix 85069 verify get usher britney fml po box 5249 mk17 92h 450ppw 16
0,hey dont forget mine possession property mmm childish smile
0,cbe chennai
0,ill let know kicks
0,fyi im taking quick shower epsilon like ltgt min
1,new mobiles 2004 must go txt nokia 89545 collect today £1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
0,anyway holla whenever youre around need excuse go creep people sarasota
0,aight ive set free think could text blakes address occurs im quite sure im thought
0,wake ltgt morning
0,taking half day leave bec well
0,wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya
0,anyway im going shopping cos sis done yet dun disturb liao
1,dear uve invited xchat final attempt contact txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yrs
0,ok lar double check wif da hair dresser already said wun cut short said cut look nice
0,im list buyers
0,kinda first one gets twelve aah speak tomo
0,hanks lotsly
0,ok tell stay yeah tough optimistic things improve month
0,im saying havent explicitly told nora know someone im probably gonna bother
0,tell headache want use hour sick time
0,horrible gal knew dat going wif yest still come ask
0,im always looking excuse city
0,hey go jazz power yoga hip hop kb yogasana
0,tell theyre female howre throwing deciding get
0,dad get back
0,lol mad first woke gave
0,awesome deal gate charles told last night uh yeah
0,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna
0,called one pick phone ask already said ok
0,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle
0,mathews tait edwards anderson
0,im freezing craving ice fml
0,sir thats 8hr trip bus last week another audition next wednesday think might drive time
0,yup anything lor dun wan ok
0,ladies first genus second
1,sim subscriber selected receive bonus get delivered door txt word ok 88600 claim 150pmsg exp 30apr
1,accordingly repeat text word ok mobile phone send
0,pls make note shes exposed also find school anyone else vomiting dog cat house let know later
0,got video tape pple type message lor free wan help hee cos noe wan watch infernal affairs ask along asking shuhui oso
0,think asking gym excuse lazy people jog
0,need coz never go
0,hey whats sleeping morning
0,night worrying appt shame missed girls night quizzes popcorn hair
0,moji love words rich day
0,ugh hopefully asus ppl dont randomly reformat
0,sorry chikku cell got problem thts nt able reply msg
0,shes fine difficulties phone works mine pls send another friend request
0,ive reached home finally
1,2nd time tried contact 750 pound prize claim easy call 08712101358 10p per min btnationalrate
0,hey mr going sea view couple gays mean games give bell ya finish
0,might ax well im
0,pain couldnt come worse time
0,excellent ill see rileys plans
0,whats want come online
0,ill always even spirit ill get bb soon trying sure need
0,lateso call tomorrow morningtake care sweet dreamsu meummifyingbye
0,cant think anyone spare room top head
0,smile right go world wonder smiling think crazy keep away grins
0,ltgt oh send home sale
0,huh early dinner outside izzit
0,dont message offer
1,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
1,welcome ukmobiledate msg free giving free calling 08719839835 future mgs billed 150p daily cancel send go stop 89123
0,fun fact although would think armand would eventually build tolerance shit considering much smokes gets fucked like hits
0,wats da decision
0,since side fever vomitin
0,usf guess might well take car
0,monthly amount terrible pay anything till 6months finishing school
1,complimentary star ibiza holiday £10000 cash needs urgent collection 09066364349 landline lose box434sk38wp150ppm18
0,love holiday monday feeling even go dentists hour
0,die toot fringe
0,like love arrange
0,happy birthday may find ur prince charming soon dun work hard
0,hey im bored im thinking wat
0,love set soul fire spark flame big rawring flame xoxo
1,wont believe true incredible txts reply learn truly amazing things blow mind o2fwd 18ptxt
0,text way cup stop work bus
0,computer fried essential part dont keep spares fucking idiot roommates looovvve leaving thing running full ltgt
0,oh yah never cancel leh haha
0,well know take care worries
0,sound like manky scouse boy stevelike travelling da bus homewot inmind recreation dis eve
0,hey congrats 2u2 id luv ive go home
0,need details online job
1,sorry unsubscribe yet mob offer package min term 54 weeks pls resubmit request expiry reply themob help info
0,thats haf keep busy
0,neither sterm voice im studying fine sure thing resolved tho anyway fab hols
0,come around ltdecimalgt pm vikkyim otside nw il come tht time
0,neva mind ok
0,know ltgt ill around
0,dear call tmorrowpls accomodate
0,yeah probably still gotta check leo
1,free ringtone text first 87131 poly text get 87131 true tone help 0845 2814032 16 1st free tones 3x£150pw e£nd txt stop
0,come online today night
0,food
0,never blame day ur life good days give happiness bad days give experience essential life gods blessings good morning
0,lol please actually send pic right wanna see pose comb hair dryer something
0,ay wana meet satü wkg sat
0,yeah right ill bring tape measure fri
0,sorry hurt
0,says ltgt year old man money im last ltgt still waiting check
0,sorry sir call tomorrow senthilhsbc
0,love girls office may wonder smiling sore
0,went project centre
1,customer service annoncement new years delivery waiting please call 07046744435 arrange delivery
0,kdo evening daurgent
0,got tallent wasting
0,im eatin lor goin back work soon mountain deer show huh watch b4 liao nice
0,wishing family merry mas happy new year advance
0,ok wun angry msg aft come home tonight
0,sucks got planned yo valentine yo valentine arent
0,i‘m going try months ha ha joking
0,knowyetunde hasnt sent money yet sent text bother sending dont involve anything shouldnt imposed anything first place apologise
1,lord ringsreturn king store nowreply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts
0,ok thk got wan come wat
0,im watching lotr sis dis aft wan meet dinner nite
0,yeah thats thinking
0,call later dont network urgnt sms
0,sez hows de arab boy hope good give love evry1 love ya eshxxxxxxxxxxx
0,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy
0,derek done class
1,free top ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 per weekstop sms08718727870
0,aww must nearly deadwell jez iscoming todo workand whilltake forever
0,call plz number shows coveragd area urgnt call vasai amp reach 4o clock call plz
0,gran onlyfound afew days agocusoon honi
0,havent still waitin usual come back sch oredi
0,im home doc gave pain meds says everything fine
0,yeah ill try scrounge something
0,hmm ill think ok youre forgiven
0,ywhere dogbreath sounding like jan thats al
0,keep safe need miss already envy everyone sees real life
0,says never answer texts confirmdeny
0,plan
1,account credited 500 free text messages activate txt word credit 80488 tcs www80488biz
0,kind took garage centre part exhaust needs replacing part ordered taking fixed tomo morning
0,says hi get ass back south tampa preferably kegger
0,well join ltgt bus
0,give time walk
0,seriously spell name
0,sure check yahoo email sent photos yesterday
0,fujitsu series lifebook good
0,wishing beautiful day moment revealing even things keep smiling enjoy
0,tot group mate lucky havent reply wat time need leave
0,yup need ill jus wait rain stop
0,yo around got car back
0,ya nowonion roast
0,ask next sat make im ok lor
1,sms auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
1,07801543489 guaranteed latests nokia phone 40gb ipod mp3 player £500 prize txt wordcollect no83355 tcllc nyusa 150pmt msgrcvd18
0,im home love still awake loving kiss
0,im hungry buy smth home
0,life strict teacher bcoz teacher teaches lesson amp conducts exam life first conducts exam amp teaches lessons happy morning
0,cool breeze bright sun fresh flower twittering birds waiting wish goodmorning amp nice day
0,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
1,unsubscribed services get tons sexy babes hunks straight phone go httpgotbabescouk subscriptions
0,mostly like
0,enjoy ur life good night
0,im really still tonight babe
0,best ur exam later
0,come life brought sun shiny warming heart putting constant smile face making feel loved cared
0,fan
0,operate ltgt
0,home lei
0,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good
0,well shes big surprise
0,set place heart mind mind easily forgets heart always remember wish happy valentines day
0,yes da plm ur office
0,im cant give everything want need actually could better yor ownyouve got money cant get work cant get man cant pay rent cant even fill fucking gas tank yes im stressed depressed didnt even call home thanksgiving cuz ill tell im nothing
0,eatin lunch
0,whats feathery bowa something guys dont know
1,december mobile 11mths entitled update latest colour camera mobile free call mobile update vco free 08002986906
0,want ltgt rs dado
0,enjoying semester take care brother
0,lemme know youre
1,500 new mobiles 2004 must go txt nokia 89545 collect todayfrom £1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
0,well slightly disastrous class pm fav darlings hope day ok coffee wld good cant stay late tomorrow time place always
0,den wat schedule lk sun
0,ran younger man make pretty babies together
0,tick tick tick could die loneliness know pouts stomps feet need
0,yes princess want make happy
0,make fucks sake
0,arun transfr amt
0,piss talking someone realise point itnow read backwards
1,adult 18 content video shortly
0,keeping away like
0,wondarfull song
0,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
0,ultimately tor motive tui achieve korli
0,oh wow thats gay firmware update help
1,someone conacted dating service entered phone fancy youto find call landline 09111030116 pobox12n146tf15
0,love wine dine lady
1,5p alfie moons children need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit charity
0,parents kidz friends colleagues screaming surprise waiting sofa naked
0,haha dont angry take practice real thing
1,want new nokia 3510i colour phone deliveredtomorrow 300 free minutes mobile 100 free texts free camcorder reply call 08000930705
0,im fine hope also
0,working eyes philosophy text later bit free chat
0,tot outside cos darren say come shopping course nice wat jus went sim lim look mp3 player
0,nah straight bring bud drinks something thats actually little useful straight cash
0,going take babe
0,aight im chillin friends room text youre way
0,swhrt deyhope ur ok tot 2daylove misstake care
0,eatin later im eatin wif frens lei going home first
0,sorry vikky im watching olave mandara movie kano trishul theatre wit frnds
0,hi princess thank pics pretty
0,dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing
0,please charge mobile get morning
1,santa calling would little ones like call santa xmas eve call 09077818151 book time calls150ppm last 3mins 30s tc wwwsantacallingcom
0,like cheap i‘m happy splash wine makes feel better
0,oops shower called hey parking garage collapsed university hospital see im crazy stuff like happen
0,poyyarikaturkolathupalayamunjalur posterode dis ltgt
0,yar lor wan go horse racing today mah eat earlier lor ate chicken rice
0,horrible gal sch stuff come got mc
0,hows husband
0,hate call didnt accept even single call mine even messaged
0,dont send plus hows mode
1,specially selected receive 2000 pound award call 08712402050 lines close cost 10ppm 16 tcs apply ag promo
0,great run ttyl
0,sorry light turned green meant another friend wanted ltgt worth may around
0,problem spending lot quality time together
0,dont know jabo abi
1,brand new mobile music service live free music player arrive shortly install phone browse content top artists
0,mu try figure much money everyone gas alcohol jay trying figure weed budget
1,congratulations thanks good friend £2000 xmas prize claim easy call 08718726971 10p per minute btnationalrate
0,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
0,nope think go monday sorry replied late
0,glad talking
0,sorry da thangam sorry held prasad
0,half years missed friendship
0,kkhow business
0,problem walk around julianaland oblivious going around say things constantly go one ear go whatever want dont know im upsetits dont listen tell going upset want surprised im mad
0,ps ur grown right
0,comingdown later
0,consider walls bunkers shit important never play peaceful guess place high enough dont matter
1,sparkling shopping breaks 45 per person call 0121 2025050 visit wwwshortbreaksorguk
0,maybe westshore hyde park village place near house
1,dear voucher holder claim weeks offer pc please go httpwwwetlpcoukexpressoffer tscs apply stop texts txt stop 80062
0,ok ya
1,free message activate 500 free text messages replying message word free terms conditions visit www07781482378com
0,two fundamentals cool life walk like king walk like dont carewhoever king gud nyt
0,theres ring comes guys costumes gift future yowifes hint hint
0,two teams waiting players
0,hey mr whats name bill brison book one language words
0,thk shld ya wana go lessons haha go one whole stretch
0,yup shd haf ard 10 pages add figures got many pages
0,hai priya right doctor said pa
1,urgent trying contact last weekends draw shows £900 prize guaranteed call 09061701939 claim code s89 valid 12hrs
0,take something pain moves however side next 6hrs see doctor
0,apps class varaya elaya
0,ok come ur home half hour
0,always celebrate nys family
0,hey babe far spunout spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon call 2mwen im bk frmcloud
0,detroit home snow enjoy
0,princess like make love ltgt times per night hope thats problem
0,haiyoh maybe hamster jealous million
0,ask meeting da ge tmr nite
1,urgent 2nd attempt contact uu £1000call 09071512432 b4 300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary max£7 50
0,well leave class babe never came back hope nice sleep love
0,whore unbelievable
0,whats coming hill monster hope great day things going fine busy though
0,talk atleast day otherwise miss best friend world shakespeare shesil ltgt
0,much trying get
0,trying find chinese food place around
0,yep great loxahatchee xmas tree burning ltgt starts hour
0,watching movie already xy wants shop im shopping
0,let ur heart ur compass ur mind ur map ur soul ur guide never loose worldgnun sent via way2smscom
0,okay ive seen pick friday
0,telling coulda real valentine wasnt never pick nothing
1,urgent mobile number awarded £2000 bonus caller prize call 09058095201 land line valid 12hrs
0,watching tv lor
0,stop old man get build snowman snow angels snowball fights
1,want new video phone750 anytime network mins 150 text five pounds per week call 08000776320 reply delivery tomorrow
0,anytime
0,yun ahthe ubi one say wan call tomorrowcall 67441233 look ireneere got bus822656166382 ubi cresubi tech park6ph 1st 5wkg daysèn
0,good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea
0,family responding anything room went home diwali one called coming makes feel like died
0,yeah probably sure ilol let know personally wuldnt bother ur goin mite well
0,turns friends staying whole show wont back til ltgt feel free go ahead smoke ltgt worth
0,night sweet sleep well ive see exorcism emily rose may never sleep hugs snogs
0,ok im gonna head usf like fifteen minutes
0,jus hope true missin cos im really missin havent done anything feel guilty yet
0,also north carolina texas atm would go gre site pay test results sent
0,well welp sort semiobscure internet thing
1,fancy shag dointerested sextextukcom txt xxuk suzy 69876 txts cost 150 per msg tncs website
1,dear dave final notice collect tenerife holiday 5000 cash award call 09061743806 landline tcs sae box326 cw25wx 150ppm
0,edison rightly said fool ask questions wise man answer know us speechless viva gmgngegnt
0,wan haf lunch im da canteen
0,rightio 1148 well arent bright early morning
0,come medical college 7pm forward da
1,thanks ringtone order reference number x49 mobile charged 450 tone arrive please call customer services 09065989182 colourredtextcolourtxtstar
0,hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss
0,dont think dont need going late school night especially one class one missed last wednesday probably failed test friday
1,bears pic nick tom pete dick fact types try gay chat photo upload call 08718730666 10pmin stop texts call 08712460324
1,private 2004 account statement 07742676969 shows 786 unredeemed bonus points claim call 08719180248 identifier code 45239 expires
0,please send auntys number
0,well wasnt available washob nobbing last night ask nickey platt instead
0,im home ready
0,eh ur laptop got stock lei say mon muz come take look got
0,could seen mei didt recognise face
0,right meanwhile hows project twins comin
0,still otside leu come 2morrow maga
0,got gas money chance gang want go grand nature adventure
0,love aathilove lot
1,urgent call 09066612661 landline complementary tenerife holiday £10000 cash await collection sae tcs po box wa14 2px 150ppm 18 sender hol offer
1,rock yr chik get 100s filthy films xxx pics yr phone rply filth 69669 saristar ltd e14 9yt 08701752560 450p per days stop2 cancel
0,happened adventuring
0,mums repent
1,80488 500 free text messages valid 31 december 2005
0,good morning dear great amp successful day
0,long fuckin showr
0,hmmm thk sure got time hop ard ya go free abt muz call discuss liao
0,havent lost ill always 4ui didnt intend hurt never knew felt iwasmarinethats itried2tell urmomi careabout
0,babe love covers face kisses
0,great escape fancy bridge needs lager see tomo
0,going wipro interview today
1,great new offer double mins double txt best orange tariffs get latest camera phones free call mobileupd8 free 08000839402 2stoptxt tcs
0,tall princess
0,film ill call later
0,hey happened switch ur cell whole day isnt good care give call tomorrow
0,sister law hope great month saying hey abiola
0,hey going lo lesson gym
0,well meant opposed drunken night
1,tried call reply sms video mobile 750 mins unlimited text free camcorder reply call 08000930705
0,dont think need yellow card uk travel ask someone gone ltgt bucks
0,ill post l8r class
0,say thanks2
1,free polyphonic ringtone text super 87131 get free poly tone week 16 sn pobox202 nr31 7zs subscription 450pw
0,yeah got list joanna im feeling really anti social
1,claire havin borin time alone wanna cum 2nite chat 09099725823 hope luv claire xx calls£1minmoremobsemspobox45po139wa
0,fuck cedar key fuck come anyway tho
0,haha yeah oz kind shitload
0,see
0,download fring app
0,babe im answering cant see maybe youd better reboot ym got photo great
1,22 146tf150p
0,yup thk teacher said make face look longer darren ask cut short
0,jus ans lar ull noe later
0,thanx puttin da fone
0,find way didnt include details
0,single single answers fighting plus said broke didnt reply
0,painful personal thought always try keep everybody happy time nobody recognises alone
0,wonder cos dun rem seeing silver car thk saw black one
0,painful words thought happy toughest thing earth toughest acting happy unspoken pain inside
0,blank blank wat blank lol
1,get lions england tone reply lionm mono lionp poly go wwwringtonescouk original best tones 3gbp network operator rates apply
0,yes princess want please every night wish command
0,hiya probably coming home weekend next
0,dont wait til least wednesday see get
0,guess got screwd
0,aaooooright work
0,number vivek
1,sms ac sptv new jersey devils detroit red wings play ice hockey correct incorrect end reply end sptv
0,well little time thing good times ahead
0,yunny im walking citylink faster come hungry
